Retailer,Product ID,City,Category,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
Foot Locker,TEC-PH-10004977,Providence,Men's Apparel,$44.00 ,15,$660 ,$264 ,40%
Foot Locker,OFF-AR-10000817,Providence,Women's Apparel,$33.00 ,50,"$1,650 ",$858 ,52%
Foot Locker,TEC-PH-10002447,Providence,Men's Street Footwear,$49.00 ,122,"$5,978 ","$2,989 ",50%
Foot Locker,OFF-EN-10003134,Providence,Men's Athletic Footwear,$43.00 ,49,"$2,107 ",$948 ,45%
Foot Locker,OFF-BI-10000309,Providence,Women's Street Footwear,$39.00 ,60,"$2,340 ","$1,264 ",54%
Foot Locker,TEC-PH-10001615,Providence,Women's Athletic Footwear,$39.00 ,44,"$1,716 ",$892 ,52%
Foot Locker,OFF-ST-10003208,Providence,Men's Apparel,$49.00 ,46,"$2,254 ",$902 ,40%
Foot Locker,OFF-PA-10000605,Providence,Women's Apparel,$52.00 ,81,"$4,212 ","$2,232 ",53%
Foot Locker,TEC-PH-10000560,Providence,Men's Street Footwear,$47.00 ,138,"$6,486 ","$2,919 ",45%
Foot Locker,OFF-ST-10003455,Providence,Men's Athletic Footwear,$41.00 ,90,"$3,690 ","$1,808 ",49%
Foot Locker,FUR-FU-10002937,Providence,Women's Street Footwear,$39.00 ,65,"$2,535 ","$1,394 ",55%
Foot Locker,OFF-ST-10001837,Providence,Women's Athletic Footwear,$39.00 ,60,"$2,340 ","$1,264 ",54%
Foot Locker,OFF-AR-10004757,Providence,Men's Apparel,$48.00 ,58,"$2,784 ","$1,141 ",41%
Foot Locker,OFF-BI-10004236,Providence,Women's Apparel,$51.00 ,88,"$4,488 ","$2,289 ",51%
Foot Locker,OFF-AP-10000159,Providence,Men's Street Footwear,$46.00 ,167,"$7,682 ","$3,457 ",45%
Foot Locker,OFF-BI-10003274,Providence,Men's Athletic Footwear,$41.00 ,81,"$3,321 ","$1,661 ",50%
Foot Locker,TEC-AC-10001013,Providence,Women's Street Footwear,$37.00 ,65,"$2,405 ","$1,251 ",52%
Foot Locker,OFF-ST-10004963,Providence,Women's Athletic Footwear,$37.00 ,58,"$2,146 ","$1,116 ",52%
Foot Locker,OFF-LA-10004409,Providence,Men's Apparel,$47.00 ,63,"$2,961 ","$1,184 ",40%
Foot Locker,TEC-CO-10001046,Providence,Women's Apparel,$50.00 ,116,"$5,800 ","$2,900 ",50%
Foot Locker,OFF-BI-10002824,Providence,Men's Street Footwear,$46.00 ,143,"$6,578 ","$3,157 ",48%
Foot Locker,OFF-BI-10001757,Providence,Men's Athletic Footwear,$42.00 ,91,"$3,822 ","$1,796 ",47%
Foot Locker,FUR-CH-10004477,Providence,Women's Street Footwear,$38.00 ,75,"$2,850 ","$1,568 ",55%
Foot Locker,OFF-EN-10003072,Providence,Women's Athletic Footwear,$37.00 ,39,"$1,443 ",$765 ,53%
Foot Locker,FUR-CH-10003973,Providence,Men's Apparel,$45.00 ,31,"$1,395 ",$558 ,40%
Foot Locker,OFF-EN-10001028,Providence,Women's Apparel,$52.00 ,87,"$4,524 ","$2,443 ",54%
Foot Locker,FUR-FU-10003829,Providence,Men's Street Footwear,$45.00 ,111,"$4,995 ","$2,248 ",45%
Foot Locker,OFF-PA-10002245,Providence,Men's Athletic Footwear,$43.00 ,56,"$2,408 ","$1,156 ",48%
Foot Locker,OFF-BI-10002215,Providence,Women's Street Footwear,$36.00 ,38,"$1,368 ",$698 ,51%
Foot Locker,OFF-BI-10003925,Providence,Women's Athletic Footwear,$39.00 ,27,"$1,053 ",$569 ,54%
Foot Locker,FUR-FU-10002298,Providence,Men's Apparel,$47.00 ,27,"$1,269 ",$520 ,41%
Foot Locker,FUR-CH-10004853,Providence,Women's Apparel,$52.00 ,58,"$3,016 ","$1,538 ",51%
Foot Locker,FUR-CH-10002880,Providence,Men's Street Footwear,$53.00 ,94,"$4,982 ","$2,491 ",50%
Foot Locker,FUR-BO-10004709,Providence,Men's Athletic Footwear,$46.00 ,56,"$2,576 ","$1,262 ",49%
Foot Locker,OFF-SU-10004231,Providence,Women's Street Footwear,$45.00 ,29,"$1,305 ",$679 ,52%
Foot Locker,FUR-FU-10000820,Providence,Women's Athletic Footwear,$47.00 ,23,"$1,081 ",$541 ,50%
Foot Locker,OFF-PA-10001736,Providence,Men's Apparel,$55.00 ,19,"$1,045 ",$418 ,40%
Sports Direct,OFF-ST-10003306,Providence,Women's Apparel,$64.00 ,58,"$3,712 ","$1,893 ",51%
Sports Direct,OFF-BI-10003707,Providence,Men's Street Footwear,$55.00 ,95,"$5,225 ","$2,560 ",49%
Sports Direct,FUR-BO-10003546,Providence,Men's Athletic Footwear,$46.00 ,63,"$2,898 ","$1,304 ",45%
Sports Direct,TEC-PH-10000213,Providence,Women's Street Footwear,$48.00 ,64,"$3,072 ","$1,659 ",54%
Sports Direct,FUR-FU-10001488,Providence,Women's Athletic Footwear,$48.00 ,58,"$2,784 ","$1,531 ",55%
Sports Direct,TEC-PH-10004833,Providence,Men's Apparel,$58.00 ,44,"$2,552 ","$1,123 ",44%
Sports Direct,FUR-CH-10002335,Providence,Women's Apparel,$60.00 ,77,"$4,620 ","$2,402 ",52%
Sports Direct,TEC-PH-10001128,Providence,Men's Street Footwear,$54.00 ,135,"$7,290 ","$3,645 ",50%
Sports Direct,TEC-PH-10004667,Providence,Men's Athletic Footwear,$45.00 ,78,"$3,510 ","$1,685 ",48%
Sports Direct,OFF-BI-10004817,Providence,Women's Street Footwear,$47.00 ,74,"$3,478 ","$1,774 ",51%
Sports Direct,OFF-BI-10004140,Providence,Women's Athletic Footwear,$48.00 ,65,"$3,120 ","$1,560 ",50%
Sports Direct,FUR-FU-10004671,Providence,Men's Apparel,$56.00 ,68,"$3,808 ","$1,637 ",43%
Sports Direct,OFF-EN-10002592,Providence,Women's Apparel,$60.00 ,85,"$5,100 ","$2,805 ",55%
Sports Direct,TEC-PH-10004447,Providence,Men's Street Footwear,$38.00 ,126,"$4,788 ","$2,059 ",43%
Sports Direct,OFF-BI-10003669,Providence,Men's Athletic Footwear,$38.00 ,68,"$2,584 ","$1,137 ",44%
Sports Direct,OFF-PA-10000223,Providence,Women's Street Footwear,$27.00 ,73,"$1,971 ",$710 ,36%
Sports Direct,FUR-BO-10004467,Providence,Women's Athletic Footwear,$34.00 ,26,$884 ,$336 ,38%
Sports Direct,OFF-AR-10000716,Providence,Men's Apparel,$48.00 ,41,"$1,968 ",$768 ,39%
Sports Direct,OFF-PA-10003641,Providence,Women's Apparel,$38.00 ,70,"$2,660 ","$1,091 ",41%
Sports Direct,OFF-BI-10004519,Providence,Men's Street Footwear,$36.00 ,140,"$5,040 ","$2,066 ",41%
Sports Direct,OFF-AP-10002518,Providence,Men's Athletic Footwear,$38.00 ,41,"$1,558 ",$654 ,42%
Sports Direct,OFF-PA-10000806,Providence,Women's Street Footwear,$29.00 ,60,"$1,740 ",$661 ,38%
Sports Direct,FUR-FU-10003142,Boston,Women's Athletic Footwear,$32.00 ,68,"$2,176 ",$827 ,38%
Sports Direct,FUR-CH-10000454,Boston,Men's Apparel,$48.00 ,41,"$1,968 ",$748 ,38%
Sports Direct,FUR-BO-10003894,Boston,Women's Apparel,$38.00 ,75,"$2,850 ","$1,254 ",44%
Sports Direct,TEC-AC-10001714,Boston,Men's Street Footwear,$38.00 ,127,"$4,826 ","$2,123 ",44%
Sports Direct,FUR-CH-10001190,Boston,Men's Athletic Footwear,$38.00 ,47,"$1,786 ",$804 ,45%
Sports Direct,FUR-BO-10000468,Boston,Women's Street Footwear,$28.00 ,50,"$1,400 ",$546 ,39%
Sports Direct,TEC-AC-10001998,Boston,Women's Athletic Footwear,$34.00 ,87,"$2,958 ","$1,065 ",36%
Sports Direct,OFF-PA-10001534,Boston,Men's Apparel,$46.00 ,29,"$1,334 ",$520 ,39%
Sports Direct,OFF-AR-10003045,Boston,Women's Apparel,$39.00 ,54,"$2,106 ",$863 ,41%
Sports Direct,OFF-PA-10001363,Boston,Men's Street Footwear,$38.00 ,117,"$4,446 ","$2,001 ",45%
Sports Direct,OFF-FA-10002280,Boston,Men's Athletic Footwear,$37.00 ,45,"$1,665 ",$733 ,44%
Sports Direct,OFF-ST-10003479,Boston,Women's Street Footwear,$29.00 ,41,"$1,189 ",$416 ,35%
Sports Direct,FUR-TA-10004607,Boston,Women's Athletic Footwear,$32.00 ,35,"$1,120 ",$437 ,39%
Sports Direct,OFF-AR-10001022,Boston,Men's Apparel,$49.00 ,33,"$1,617 ",$614 ,38%
Sports Direct,OFF-ST-10004186,Boston,Women's Apparel,$39.00 ,83,"$3,237 ","$1,424 ",44%
Sports Direct,TEC-AC-10000865,Boston,Men's Street Footwear,$53.00 ,129,"$6,837 ","$2,940 ",43%
Sports Direct,TEC-AC-10000023,Boston,Men's Athletic Footwear,$47.00 ,54,"$2,538 ","$1,091 ",43%
Sports Direct,TEC-PH-10001750,Boston,Women's Street Footwear,$41.00 ,56,"$2,296 ",$918 ,40%
Sports Direct,FUR-CH-10004997,Boston,Women's Athletic Footwear,$44.00 ,47,"$2,068 ",$807 ,39%
Sports Direct,OFF-AP-10000275,Boston,Men's Apparel,$50.00 ,54,"$2,700 ","$1,026 ",38%
Sports Direct,OFF-AR-10004999,Boston,Women's Apparel,$55.00 ,88,"$4,840 ","$1,984 ",41%
Sports Direct,OFF-ST-10003816,Boston,Men's Street Footwear,$51.00 ,155,"$7,905 ","$3,320 ",42%
Sports Direct,FUR-CH-10003968,Boston,Men's Athletic Footwear,$47.00 ,94,"$4,418 ","$1,856 ",42%
Sports Direct,TEC-PH-10000730,Boston,Women's Street Footwear,$42.00 ,68,"$2,856 ","$1,028 ",36%
Sports Direct,OFF-LA-10004409,Boston,Women's Athletic Footwear,$41.00 ,65,"$2,665 ",$933 ,35%
Sports Direct,OFF-PA-10000675,Boston,Men's Apparel,$51.00 ,59,"$3,009 ","$1,143 ",38%
Sports Direct,OFF-AR-10001573,Boston,Women's Apparel,$54.00 ,101,"$5,454 ","$2,182 ",40%
Sports Direct,OFF-BI-10001597,Boston,Men's Street Footwear,$52.00 ,150,"$7,800 ","$3,276 ",42%
Sports Direct,FUR-FU-10001196,Boston,Men's Athletic Footwear,$49.00 ,105,"$5,145 ","$2,212 ",43%
Sports Direct,OFF-AR-10004602,Boston,Women's Street Footwear,$41.00 ,77,"$3,157 ","$1,168 ",37%
Sports Direct,FUR-FU-10000260,Boston,Women's Athletic Footwear,$44.00 ,56,"$2,464 ",$887 ,36%
Sports Direct,FUR-CH-10001146,Boston,Men's Apparel,$53.00 ,68,"$3,604 ","$1,406 ",39%
Sports Direct,OFF-AR-10000896,Boston,Women's Apparel,$55.00 ,128,"$7,040 ","$2,957 ",42%
Sports Direct,FUR-CH-10000309,Boston,Men's Street Footwear,$50.00 ,161,"$8,050 ","$3,542 ",44%
Sports Direct,OFF-BI-10001989,Boston,Men's Athletic Footwear,$47.00 ,88,"$4,136 ","$1,696 ",41%
Sports Direct,OFF-BI-10001036,Boston,Women's Street Footwear,$42.00 ,69,"$2,898 ","$1,014 ",35%
Sports Direct,TEC-PH-10002103,Boston,Women's Athletic Footwear,$42.00 ,51,"$2,142 ",$771 ,36%
Sports Direct,OFF-AR-10001473,Boston,Men's Apparel,$50.00 ,44,"$2,200 ",$814 ,37%
Sports Direct,OFF-AR-10000411,Boston,Women's Apparel,$58.00 ,91,"$5,278 ","$2,375 ",45%
Sports Direct,OFF-PA-10000246,Boston,Men's Street Footwear,$53.00 ,135,"$7,155 ","$3,005 ",42%
Sports Direct,TEC-MA-10004086,Boston,Men's Athletic Footwear,$49.00 ,63,"$3,087 ","$1,235 ",40%
Sports Direct,OFF-PA-10003039,Boston,Women's Street Footwear,$41.00 ,39,"$1,599 ",$592 ,37%
Sports Direct,TEC-AC-10004633,Boston,Women's Athletic Footwear,$42.00 ,36,"$1,512 ",$605 ,40%
Sports Direct,OFF-PA-10000289,Boston,Men's Apparel,$52.00 ,34,"$1,768 ",$636 ,36%
Sports Direct,FUR-FU-10003247,Boston,Women's Apparel,$57.00 ,63,"$3,591 ","$1,616 ",45%
Sports Direct,FUR-FU-10002191,Boston,Men's Street Footwear,$57.00 ,120,"$6,840 ","$3,078 ",45%
Sports Direct,OFF-ST-10001496,Boston,Men's Athletic Footwear,$53.00 ,56,"$2,968 ","$1,336 ",45%
Sports Direct,OFF-ST-10000585,Boston,Women's Street Footwear,$53.00 ,34,"$1,802 ",$631 ,35%
Sports Direct,OFF-PA-10001166,Boston,Women's Athletic Footwear,$54.00 ,27,"$1,458 ",$554 ,38%
Sports Direct,OFF-AR-10003651,Boston,Men's Apparel,$62.00 ,27,"$1,674 ",$586 ,35%
Amazon,OFF-PA-10001800,Boston,Women's Apparel,$66.00 ,65,"$4,290 ","$1,888 ",44%
Amazon,OFF-PA-10000791,Boston,Men's Street Footwear,$62.00 ,113,"$7,006 ","$3,013 ",43%
Amazon,OFF-FA-10000134,Boston,Men's Athletic Footwear,$52.00 ,90,"$4,680 ","$2,059 ",44%
Amazon,OFF-AR-10001149,Boston,Women's Street Footwear,$50.00 ,83,"$4,150 ","$1,494 ",36%
Amazon,FUR-FU-10000010,Boston,Women's Athletic Footwear,$51.00 ,80,"$4,080 ","$1,591 ",39%
Amazon,OFF-BI-10000201,Boston,Men's Apparel,$63.00 ,70,"$4,410 ","$1,676 ",38%
Amazon,OFF-PA-10001776,Boston,Women's Apparel,$64.00 ,98,"$6,272 ","$2,822 ",45%
Amazon,OFF-BI-10003656,Boston,Men's Street Footwear,$64.00 ,150,"$9,600 ","$3,936 ",41%
Amazon,FUR-TA-10001539,Boston,Men's Athletic Footwear,$53.00 ,105,"$5,565 ","$2,226 ",40%
Amazon,TEC-PH-10004100,Boston,Women's Street Footwear,$51.00 ,98,"$4,998 ","$1,949 ",39%
Amazon,TEC-PH-10001580,Boston,Women's Athletic Footwear,$52.00 ,75,"$3,900 ","$1,482 ",38%
Amazon,FUR-CH-10002335,Boston,Men's Apparel,$62.00 ,84,"$5,208 ","$2,031 ",39%
Amazon,OFF-AR-10004707,Boston,Women's Apparel,$65.00 ,112,"$7,280 ","$3,203 ",44%
Amazon,OFF-AP-10000576,Boston,Men's Street Footwear,$44.00 ,152,"$6,688 ","$3,678 ",55%
Amazon,OFF-AP-10001394,Boston,Men's Athletic Footwear,$42.00 ,94,"$3,948 ","$2,369 ",60%
Amazon,FUR-FU-10003724,Boston,Women's Street Footwear,$32.00 ,91,"$2,912 ","$1,310 ",45%
Amazon,OFF-AP-10002867,Boston,Women's Athletic Footwear,$39.00 ,44,"$1,716 ",$841 ,49%
Amazon,TEC-AC-10002718,Boston,Men's Apparel,$52.00 ,68,"$3,536 ","$1,662 ",47%
Amazon,OFF-LA-10003121,Boston,Women's Apparel,$44.00 ,98,"$4,312 ","$2,199 ",51%
Amazon,OFF-EN-10002230,Boston,Men's Street Footwear,$41.00 ,167,"$6,847 ","$3,834 ",56%
Amazon,TEC-PH-10001819,Boston,Men's Athletic Footwear,$44.00 ,61,"$2,684 ","$1,610 ",60%
Amazon,FUR-CH-10002304,Boston,Women's Street Footwear,$33.00 ,74,"$2,442 ","$1,221 ",50%
Amazon,FUR-CH-10002602,Burlington,Women's Athletic Footwear,$36.00 ,45,"$1,620 ",$745 ,46%
Amazon,OFF-BI-10002414,Burlington,Men's Apparel,$54.00 ,63,"$3,402 ","$1,701 ",50%
Amazon,OFF-AR-10003696,Burlington,Women's Apparel,$43.00 ,85,"$3,655 ","$1,974 ",54%
Amazon,FUR-CH-10004495,Burlington,Men's Street Footwear,$44.00 ,142,"$6,248 ","$3,749 ",60%
Amazon,FUR-CH-10001270,Burlington,Men's Athletic Footwear,$42.00 ,70,"$2,940 ","$1,676 ",57%
Amazon,OFF-AR-10001615,Burlington,Women's Street Footwear,$34.00 ,77,"$2,618 ","$1,283 ",49%
Amazon,OFF-EN-10003286,Burlington,Women's Athletic Footwear,$36.00 ,38,"$1,368 ",$670 ,49%
Amazon,FUR-BO-10003660,Burlington,Men's Apparel,$51.00 ,47,"$2,397 ","$1,175 ",49%
Amazon,OFF-PA-10002764,Burlington,Women's Apparel,$41.00 ,80,"$3,280 ","$1,804 ",55%
Amazon,TEC-MA-10001695,Burlington,Men's Street Footwear,$41.00 ,137,"$5,617 ","$3,146 ",56%
Amazon,OFF-BI-10002824,Burlington,Men's Athletic Footwear,$43.00 ,56,"$2,408 ","$1,397 ",58%
Amazon,OFF-BI-10002571,Burlington,Women's Street Footwear,$32.00 ,65,"$2,080 ","$1,040 ",50%
Amazon,TEC-AC-10001553,Burlington,Women's Athletic Footwear,$36.00 ,44,"$1,584 ",$792 ,50%
Amazon,FUR-CH-10003973,Burlington,Men's Apparel,$51.00 ,38,"$1,938 ",$891 ,46%
Amazon,TEC-MA-10002073,Burlington,Women's Apparel,$44.00 ,90,"$3,960 ","$2,020 ",51%
Amazon,OFF-BI-10003529,Burlington,Men's Street Footwear,$55.00 ,154,"$8,470 ","$4,828 ",57%
Amazon,FUR-CH-10000309,Burlington,Men's Athletic Footwear,$54.00 ,80,"$4,320 ","$2,419 ",56%
Amazon,FUR-TA-10004154,Burlington,Women's Street Footwear,$49.00 ,75,"$3,675 ","$1,691 ",46%
Amazon,OFF-EN-10003286,Burlington,Women's Athletic Footwear,$46.00 ,65,"$2,990 ","$1,405 ",47%
Amazon,TEC-AC-10001552,Burlington,Men's Apparel,$55.00 ,72,"$3,960 ","$1,861 ",47%
Amazon,OFF-ST-10002790,Burlington,Women's Apparel,$60.00 ,120,"$7,200 ","$3,744 ",52%
Amazon,OFF-AR-10003217,Burlington,Men's Street Footwear,$58.00 ,163,"$9,454 ","$5,483 ",58%
Amazon,FUR-FU-10002813,Burlington,Men's Athletic Footwear,$53.00 ,116,"$6,148 ","$3,627 ",59%
Amazon,OFF-PA-10003848,Burlington,Women's Street Footwear,$45.00 ,81,"$3,645 ","$1,713 ",47%
Amazon,OFF-AP-10000240,Burlington,Women's Athletic Footwear,$47.00 ,90,"$4,230 ","$1,904 ",45%
Amazon,FUR-FU-10004091,Burlington,Men's Apparel,$58.00 ,81,"$4,698 ","$2,349 ",50%
Amazon,OFF-BI-10001071,Burlington,Women's Apparel,$62.00 ,117,"$7,254 ","$3,772 ",52%
Amazon,OFF-BI-10003676,Burlington,Men's Street Footwear,$54.00 ,182,"$9,828 ","$5,602 ",57%
Amazon,FUR-FU-10004864,Burlington,Men's Athletic Footwear,$51.00 ,115,"$5,865 ","$3,284 ",56%
Amazon,OFF-BI-10003708,Burlington,Women's Street Footwear,$46.00 ,98,"$4,508 ","$2,164 ",48%
Amazon,OFF-AR-10002067,Burlington,Women's Athletic Footwear,$46.00 ,90,"$4,140 ","$2,029 ",49%
Amazon,OFF-AR-10003158,Burlington,Men's Apparel,$54.00 ,94,"$5,076 ","$2,386 ",47%
Amazon,FUR-FU-10000193,Burlington,Women's Apparel,$61.00 ,125,"$7,625 ","$3,965 ",52%
Amazon,OFF-BI-10000977,Burlington,Men's Street Footwear,$58.00 ,176,"$10,208 ","$6,125 ",60%
Amazon,TEC-CO-10001449,Burlington,Men's Athletic Footwear,$53.00 ,106,"$5,618 ","$3,315 ",59%
Amazon,OFF-ST-10000136,Burlington,Women's Street Footwear,$48.00 ,105,"$5,040 ","$2,318 ",46%
Amazon,OFF-PA-10000743,Burlington,Women's Athletic Footwear,$49.00 ,68,"$3,332 ","$1,566 ",47%
Amazon,OFF-PA-10001019,Burlington,Men's Apparel,$57.00 ,65,"$3,705 ","$1,815 ",49%
Amazon,TEC-AC-10003095,Burlington,Women's Apparel,$61.00 ,104,"$6,344 ","$3,235 ",51%
Amazon,FUR-BO-10002916,Burlington,Men's Street Footwear,$56.00 ,137,"$7,672 ","$4,373 ",57%
Amazon,FUR-FU-10002506,Burlington,Men's Athletic Footwear,$50.00 ,85,"$4,250 ","$2,550 ",60%
Amazon,OFF-PA-10003823,Burlington,Women's Street Footwear,$46.00 ,56,"$2,576 ","$1,288 ",50%
Amazon,FUR-TA-10004619,Burlington,Women's Athletic Footwear,$45.00 ,52,"$2,340 ","$1,147 ",49%
Amazon,OFF-AP-10001271,Burlington,Men's Apparel,$58.00 ,50,"$2,900 ","$1,363 ",47%
Amazon,TEC-AC-10002331,Burlington,Women's Apparel,$59.00 ,78,"$4,602 ","$2,531 ",55%
Amazon,OFF-PA-10003228,Burlington,Men's Street Footwear,$62.00 ,133,"$8,246 ","$4,948 ",60%
Amazon,OFF-PA-10002586,Burlington,Men's Athletic Footwear,$54.00 ,75,"$4,050 ","$2,390 ",59%
Amazon,TEC-AC-10002049,Burlington,Women's Street Footwear,$59.00 ,54,"$3,186 ","$1,593 ",50%
Amazon,FUR-BO-10000362,Burlington,Women's Athletic Footwear,$55.00 ,46,"$2,530 ","$1,214 ",48%
Amazon,FUR-CH-10004218,Burlington,Men's Apparel,$66.00 ,51,"$3,366 ","$1,616 ",48%
West Gear,OFF-AP-10003779,Burlington,Women's Apparel,$71.00 ,81,"$5,751 ","$3,048 ",53%
West Gear,OFF-BI-10003527,Burlington,Men's Street Footwear,$64.00 ,126,"$8,064 ","$4,838 ",60%
West Gear,OFF-BI-10002897,Burlington,Men's Athletic Footwear,$55.00 ,81,"$4,455 ","$2,584 ",58%
West Gear,TEC-PH-10002584,Burlington,Women's Street Footwear,$57.00 ,96,"$5,472 ","$2,627 ",48%
Amazon,FUR-TA-10001095,Burlington,Women's Athletic Footwear,$55.00 ,75,"$4,125 ","$2,063 ",50%
Amazon,OFF-BI-10004002,Burlington,Men's Apparel,$67.00 ,80,"$5,360 ","$2,680 ",50%
Amazon,TEC-AC-10004518,Burlington,Women's Apparel,$70.00 ,94,"$6,580 ","$3,487 ",53%
Amazon,OFF-AP-10002191,Burlington,Men's Street Footwear,$64.00 ,168,"$10,752 ","$6,451 ",60%
Amazon,FUR-TA-10004575,Burlington,Men's Athletic Footwear,$55.00 ,100,"$5,500 ","$3,025 ",55%
Amazon,OFF-PA-10003177,Burlington,Women's Street Footwear,$55.00 ,113,"$6,215 ","$2,921 ",47%
Amazon,OFF-LA-10003923,Burlington,Women's Athletic Footwear,$56.00 ,81,"$4,536 ","$2,041 ",45%
Amazon,TEC-PH-10001051,Burlington,Men's Apparel,$67.00 ,81,"$5,427 ","$2,605 ",48%
Amazon,FUR-CH-10004754,Burlington,Women's Apparel,$68.00 ,106,"$7,208 ","$3,748 ",52%
Amazon,OFF-PA-10000357,Burlington,Men's Street Footwear,$49.00 ,131,"$6,419 ","$3,530 ",55%
Amazon,OFF-BI-10001787,Burlington,Men's Athletic Footwear,$45.00 ,91,"$4,095 ","$2,170 ",53%
Amazon,TEC-CO-10002313,Burlington,Women's Street Footwear,$38.00 ,81,"$3,078 ","$1,385 ",45%
Amazon,OFF-ST-10002790,Burlington,Women's Athletic Footwear,$43.00 ,46,"$1,978 ",$791 ,40%
Amazon,OFF-SU-10001664,Burlington,Men's Apparel,$59.00 ,56,"$3,304 ","$1,454 ",44%
Amazon,OFF-FA-10001332,Burlington,Women's Apparel,$49.00 ,88,"$4,312 ","$1,940 ",45%
Amazon,FUR-TA-10003473,Burlington,Men's Street Footwear,$49.00 ,180,"$8,820 ","$4,675 ",53%
Amazon,OFF-PA-10000605,Burlington,Men's Athletic Footwear,$45.00 ,75,"$3,375 ","$1,721 ",51%
Amazon,TEC-PH-10002170,Burlington,Women's Street Footwear,$39.00 ,90,"$3,510 ","$1,544 ",44%
Amazon,FUR-TA-10004147,Manchester,Women's Athletic Footwear,$42.00 ,58,"$2,436 ","$1,047 ",43%
Amazon,TEC-AC-10003911,Manchester,Men's Apparel,$56.00 ,83,"$4,648 ","$1,999 ",43%
Amazon,OFF-AR-10002578,Manchester,Women's Apparel,$46.00 ,98,"$4,508 ","$2,164 ",48%
Amazon,OFF-AR-10001761,Manchester,Men's Street Footwear,$49.00 ,165,"$8,085 ","$4,043 ",50%
Amazon,TEC-AC-10001553,Manchester,Men's Athletic Footwear,$49.00 ,69,"$3,381 ","$1,724 ",51%
Amazon,OFF-BI-10000309,Manchester,Women's Street Footwear,$38.00 ,75,"$2,850 ","$1,169 ",41%
Amazon,TEC-PH-10003095,Manchester,Women's Athletic Footwear,$44.00 ,38,"$1,672 ",$702 ,42%
Amazon,FUR-FU-10001876,Manchester,Men's Apparel,$58.00 ,60,"$3,480 ","$1,566 ",45%
Amazon,OFF-ST-10001522,Manchester,Women's Apparel,$45.00 ,75,"$3,375 ","$1,586 ",47%
Amazon,OFF-PA-10000300,Manchester,Men's Street Footwear,$48.00 ,154,"$7,392 ","$3,918 ",53%
Amazon,OFF-AP-10001469,Manchester,Men's Athletic Footwear,$49.00 ,68,"$3,332 ","$1,833 ",55%
Amazon,TEC-AC-10001553,Manchester,Women's Street Footwear,$38.00 ,73,"$2,774 ","$1,221 ",44%
Amazon,OFF-PA-10004041,Manchester,Women's Athletic Footwear,$44.00 ,49,"$2,156 ",$884 ,41%
Amazon,OFF-BI-10002764,Manchester,Men's Apparel,$57.00 ,53,"$3,021 ","$1,359 ",45%
Amazon,TEC-AC-10001114,Manchester,Women's Apparel,$46.00 ,98,"$4,508 ","$2,074 ",46%
Amazon,OFF-AR-10001615,Manchester,Men's Street Footwear,$64.00 ,173,"$11,072 ","$5,868 ",53%
Amazon,OFF-EN-10000461,Manchester,Men's Athletic Footwear,$54.00 ,87,"$4,698 ","$2,537 ",54%
Amazon,OFF-BI-10004506,Manchester,Women's Street Footwear,$51.00 ,98,"$4,998 ","$2,099 ",42%
Amazon,OFF-AP-10000027,Manchester,Women's Athletic Footwear,$52.00 ,80,"$4,160 ","$1,664 ",40%
Amazon,FUR-CH-10003981,Manchester,Men's Apparel,$63.00 ,78,"$4,914 ","$2,211 ",45%
Amazon,OFF-AP-10003849,Manchester,Women's Apparel,$65.00 ,115,"$7,475 ","$3,439 ",46%
Amazon,OFF-ST-10004963,Manchester,Men's Street Footwear,$59.00 ,169,"$9,971 ","$5,285 ",53%
Amazon,OFF-ST-10002574,Manchester,Men's Athletic Footwear,$56.00 ,123,"$6,888 ","$3,513 ",51%
Amazon,OFF-AR-10001761,Manchester,Women's Street Footwear,$53.00 ,88,"$4,664 ","$2,052 ",44%
Amazon,OFF-AR-10000716,Manchester,Women's Athletic Footwear,$52.00 ,91,"$4,732 ","$1,987 ",42%
Amazon,TEC-AC-10002637,Manchester,Men's Apparel,$60.00 ,94,"$5,640 ","$2,425 ",43%
Amazon,FUR-CH-10003774,Manchester,Women's Apparel,$66.00 ,138,"$9,108 ","$4,281 ",47%
Amazon,OFF-EN-10000927,Manchester,Men's Street Footwear,$64.00 ,196,"$12,544 ","$6,648 ",53%
Amazon,OFF-PA-10000743,Manchester,Men's Athletic Footwear,$55.00 ,131,"$7,205 ","$3,603 ",50%
Amazon,OFF-PA-10000697,Manchester,Women's Street Footwear,$54.00 ,109,"$5,886 ","$2,413 ",41%
Amazon,OFF-AR-10004441,Manchester,Women's Athletic Footwear,$53.00 ,85,"$4,505 ","$1,982 ",44%
Amazon,OFF-PA-10001870,Manchester,Men's Apparel,$60.00 ,102,"$6,120 ","$2,509 ",41%
Amazon,OFF-BI-10003684,Manchester,Women's Apparel,$64.00 ,137,"$8,768 ","$4,296 ",49%
Amazon,OFF-AR-10001315,Manchester,Men's Street Footwear,$60.00 ,196,"$11,760 ","$5,998 ",51%
Amazon,TEC-PH-10003589,Manchester,Men's Athletic Footwear,$58.00 ,135,"$7,830 ","$4,228 ",54%
Amazon,OFF-PA-10001609,Manchester,Women's Street Footwear,$52.00 ,105,"$5,460 ","$2,457 ",45%
Amazon,TEC-AC-10000474,Manchester,Women's Athletic Footwear,$51.00 ,72,"$3,672 ","$1,542 ",42%
